@relation MyRelation

@attribute car_spec {k}
@attribute prec1_spec {-,w}
@attribute prec2_spec {-,_}
@attribute suiv1_spec {A,_,l,-}
@attribute suiv2_spec {_,A,l,m,x,S,t,y,E,r,$,q,f,j,H,d,w,n,b,s,Z,>,g,k,z,<,T,v,h,|,D,*,-}
@attribute deb1 {k,w,_}
@attribute deb2 {A,_,l,k,w}
@attribute fin1 {A,y,H,w,d,b,m,z,r,s,E,j,f,n,k,l,T,q,S,h,D,$,x,g,|,'}',v,t,Z,>,*}
@attribute fin2 {'\'',r,p,m,t,d,l,y,n,b,s,h,f,*,E,Z,x,q,j,T,H,$,Y,k,>,w,A,v,S,z,'}',D,g}
@attribute classe {supp_esp_supp_alif,supp_esp,supp_esp_supp_lam,supp_esp_supp_lam_supp_alif,supp_esp_ajout_alif,ajout_alif}

@data
k,-,-,A,l,k,A,'}',y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,j,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,*,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,j,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,*,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,f,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,f,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,x,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,D,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,z,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,v,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,S,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,D,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,Z,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,A,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,Y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,h,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,S,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,s,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,x,S,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,T,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,Y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,'}',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,T,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,j,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,g,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,h,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,Y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,D,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,S,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,$,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,T,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,t,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,v,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,s,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,j,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,n,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,s,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,Y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,Y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,v,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,T,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,z,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,t,h,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,D,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,S,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,f,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,T,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,v,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,S,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,f,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,$,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,D,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,x,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,t,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,r,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,T,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,z,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,T,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,t,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,E,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,n,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,k,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,n,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,$,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,S,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,j,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,l,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,h,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,h,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,m,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,h,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,j,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,E,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,S,f,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,k,z,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,q,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,T,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,n,d,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,'\'',supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,'}',m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,v,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,w,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,H,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,y,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,b,b,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,d,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,H,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,s,q,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,$,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,$,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,p,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,l,h,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,r,m,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,A,t,supp_esp_supp_lam_supp_alif
k,-,-,A,l,k,A,y,n,supp_esp_supp_lam_supp_alif
